id,year,session,no,category,subcategory,question,choice1,choice2,choice3,choice4,answer,explanation_shoken,explanation_kenryu,imageUrl,,,,,,,,,,,,,
H30-AM-50,H30,午前,50,施工管理,改修工事,鉄筋コンクリート造建築物の仕上げ改修工事の施工計画に関する記述として、最も不適当なものはどれか。,既存アスファルト防水層を存置する防水改修工事において、ルーフドレン周囲の既存防水層は、ルーフドレン端部から 150 mm までの範囲を四角形に撤去することとした。,モザイクタイル張り外壁の改修工事において、タイルの浮きやはく落が見られたため、繊維ネット及びアンカーピンを併用した外壁複合改修工法を用いることとした。,塗り仕上げの外壁改修工事において、広範囲の既存塗膜と素地の脆弱部を除去する必要があるため、高圧水洗工法を用いることとした。,かぶせ工法によるアルミニウム製建具の改修工事において、既存鋼製建具の枠の厚さが 1.2 mm であったため、既存枠を補強することとした。,3,【ショーケン版】高圧洗浄（高圧水洗）で「塗膜や脆弱部を除去する」なんて寝言言うな！水洗はあくまで「ホコリや汚れを落とす」ための掃除だ。劣化したペンキやボロボロの壁をガッツリ剥がしたきゃ、超高圧の水でぶっ飛ばす「超高圧水発破」か、サンダーとかで削り取る「下地調整（ケレン）」をしなきゃダメだ。水洗いだけじゃ何も剥げねえぞ！,【建龍版】外壁改修の下地調整に関する問題です。「高圧水洗工法」は、壁面の汚れや粉化物を取り除くための洗浄作業を指します。既存の塗膜や脆弱な素地を物理的に「除去」するには、機械的ケレンや「超高圧水皮膜剥離工法」などが必要です。洗浄だけで除去まで行うとする記述は施工実務上、不適当です。,,,,,,,,,,,,,,
H30-PM-51,H30,午後,51,施工管理,材料管理,工事現場における材料の保管に関する記述として、最も不適当なものはどれか。,ALC パネルは、平積みとし、1段の積上げ高さは 1.5 m 以下とし2段までとする。,砂付ストレッチルーフィングは、屋内の乾燥した場所に、砂の付いていない部分を上にして縦置きとする。,ロール状に巻いたカーペットは、屋内の乾燥した平坦な場所に、3段程度の俵積みとする。,木製建具は、取付け工事直前に搬入するものとし、障子やふすまは縦置き、フラッシュ戸は平積みとする。,2,【ショーケン版】ルーフィングを逆さまに立ててどうすんだ！「砂の付いていない部分（ラップ部分）」は、薄くて変形しやすいんだよ。そこを下にして立てたら自重で潰れて、いざ張る時に綺麗に重ならなくなる。必ず「ラップ部（砂なし部）を上」にするのが現場の鉄則だ！,【建龍版】防水材料の保管に関する問題です。砂付ストレッチルーフィング等のロール状材料は、端部の変形を防ぐため「立てて」保管しますが、張付け時の重ね合わせ部となる「砂の付いていない部分（ラップ部）」は特に変形しやすいため、必ず「上」に向けて保管しなければなりません。したがって「2」が不適当です。,,,,,,,,,,,,,,
H30-PM-52,H30,午後,52,施工管理,施工計画,建設業者が作成する建設工事の記録等に関する記述として、最も不適当なものはどれか。,監理者の立会いのうえ施工するものと設計図書で指定された工事において、監理者の指示により立会いなく施工する場合は、工事写真などの記録を整備して監理者に提出することとした。,工事施工により近隣建物への影響が予想される場合は、近隣住民など利害関係者立会いのもと、現状の建物の写真記録をとることとした。,設計図書に定められた品質が証明されていない材料は、現場内への搬入後に試験を行い、記録を整備することとした。,既製コンクリート杭工事の施工サイクルタイム記録、電流計や根固め液の記録等は、発注者から直接建設工事を請け負った建設業者が保存する期間を定め、当該期間保存することとした。,3,【ショーケン版】おい！出どころのわからん「怪しい材料」を、ホイホイ現場の中に入れるな！搬入した後にテストして「ダメでした」ってなったら、また運び出すのか？二度手間で大赤字だろ！品質証明がない材料は「搬入する前」に試験して、合格を確認してから入れろ！,【建龍版】材料の受入れ管理に関する問題です。JASS 1等において、設計図書に定められた品質が証明されていない材料については、あらかじめ試験を行い、品質を確認したうえで「現場に搬入」しなければなりません。「搬入後」に試験を行うとする記述は、不適合品混入のリスクがあるため不適当です。,,,,,,,,,,,,,,
H30-PM-53,H30,午後,53,施工管理,原価管理,突貫工事になると工事原価が急増する原因として、最も不適当なものはどれか。,材料の手配が施工量の急増に間に合わず、労務の手待ちが生じること。,1日の施工量の増加に伴い、労務費が施工量に比例して増加すること。,一交代から二交代、三交代へと1日の作業交代数の増加に伴う現場経費が増加すること。,型枠支保工材、コンクリート型枠等の使用量が、施工量に比例的でなく急増すること。,2,【ショーケン版】突貫工事（無理な短工期）で労務費が「施工量に比例（まっすぐ増加）」するだけで済むわけねえだろ！残業代、深夜手当、さらには職人が密集して作業効率が落ちる（歩掛かり低下）から、金は倍以上に跳ね上がるんだよ。「比例して増える」なんて甘いもんじゃねえぞ！,【建龍版】突貫工事における原価増加要因に関する問題です。突貫工事では、割増賃金（残業・深夜）の発生や、作業密度の増大による施工能率の低下により、労務費は施工量の増加以上に「非線形（急激）」に増加します。「比例して増加する」という記述は、コストの急増（原価悪化）の本質を捉えていないため不適当です。,,,,,,,,,,,,,,
H30-PM-54,H30,午後,54,施工管理,工程管理,工程計画及び工程管理に関する記述として、最も不適当なものはどれか。,算出した工期が指定工期を超える場合は、作業日数を短縮するため、クリティカルパス上の作業について、作業方法の変更や作業員の増員等を検討する。,工程計画の立案には、大別して積上方式と割付方式とがあり、工期が制約されている場合は、割付方式で検討することが多い。,工事に投入する作業員、施工機械、資機材などの量が一定の量を超えないように山崩しを行うと、工期を短縮できる。,工程計画において、山均しは、作業員、施工機械、資機材などの投入量の均等化を図る場合に用いる。,3,【ショーケン版】「山崩し（山均し）」をやったら、工期はむしろ「伸びる」んだよ！一日の作業量を減らして平らにするんだからな。工期を「短縮」したきゃ、山を高く積み上げて（人を一気に突っ込んで）一気に終わらせるしかねえんだ。言葉の意味を逆にするな！,【建龍版】資源の平滑化（山崩し・山均し）に関する問題です。「山崩し（山均し）」は、特定の時期に集中した資源投入量を均等化し、現場運営を安定させる手法ですが、ピーク時の作業を分散させるため、通常は工期が「延長」される傾向にあります。したがって「工期を短縮できる」とする記述は不適当です。,,,,,,,,,,,,,,
H30-PM-55,H30,午後,55,施工管理,工程管理,タクト手法に関する記述として、最も不適当なものはどれか。,作業を繰り返し行うことによる習熟効果によって生産性が向上するため、工事途中でのタクト期間の短縮又は作業者数の削減をすることができる。,設定したタクト期間では終わることができない一部の作業については、当該作業の作業期間をタクト期間の整数倍に設定する。,各作業は独立して行われるので、1 つの作業に遅れがあってもタクトを構成する工程全体への影響は小さい。,一連の作業は同一の日程で行われ、次の工区へ移動することになるので、各工程は切れ目なく実施できる。,3,【ショーケン版】タクト手法は「流れ作業」なんだよ！一人が遅れたら、後ろで待ってる全員がストップしちまうんだ。各作業は独立してるんじゃなくて、鎖（くさり）みたいに繋がってんだよ。影響が小さいなんて、現場の恐ろしさをわかってねえな！,【建龍版】タクト手法（同期化工程）に関する問題です。タクト手法は各作業班が一定のサイクルで次の工区へ移動する連続作業であるため、一つの作業の遅れは後続の全工程に直接波及し、工程全体が停滞する原因となります。「影響は小さい」とする記述は不適当です。,,,,,,,,,,,,,,
H30-PM-56,H30,午後,56,施工管理,工程管理,ネットワーク工程表に関する記述として、最も不適当なものはどれか。,トータルフロートは、当該作業の最遅終了時刻(LFT)から当該作業の最早終了時刻(EFT)を差し引いて求められる。,ディペンデントフロートは、後続作業のトータルフロートに影響を与えるフロートである。,クリティカルパス以外の作業でも、フロートを使い切ってしまうとクリティカルパスになる。,フリーフロートは、その作業の中で使い切ってしまうと後続作業のフリーフロートに影響を与える。,4,【ショーケン版】「フリーフロート（FF）」の意味を考えろ！それは「誰にも迷惑をかけない自分だけの余裕」のことだ。だからその作業の中でFFを使い切ったとしても、後ろの作業の開始時間（最早開始）には一切影響しねえんだよ！影響を与えるのはTF（全体余裕）の中の別の部分だ。,【建龍版】ネットワーク工程表の余裕時間に関する問題です。「フリーフロート（FF）」は、後続作業の「最早開始時刻」に影響を与えない範囲の余裕時間と定義されています。したがって、FFを使い切っても後続作業の余裕（フリーフロート）には影響を与えません。「影響を与える」とする記述は誤りです。,,,,,,,,,,,,,,
H30-PM-57,H30,午後,57,施工管理,品質管理,品質管理に関する記述として、最も適当なものはどれか。,品質管理は、品質計画の目標のレベルにかかわらず緻密な管理を行う。,品質管理は、計画段階よりも施工段階で施工情報を検討する方がより効率的である。,品質確保のための作業標準が計画できたら、作業がそのとおり行われているかどうかの管理に重点をおく。,品質の目標値を大幅に上回る品質が確保されていれば、優れた品質管理といえる。,3,【ショーケン版】品質管理は「決めた通りにやる」のが一番だ！いくら立派な計画（作業標準）を作っても、職人が勝手なことしてたら意味ねえだろ。計画ができたら、あとは「標準通りに動いてるか」を厳しくチェックするのが管理のキモだ！,【建龍版】品質管理の進め方に関する問題です。適切な作業標準を策定した後は、その標準に従って作業が実施されているか（Do）、および実施状況の確認（Check）に重点を置くことが重要です。したがって「3」が最も適当です。なお、過剰品質（目標を大幅に上回る）はコスト管理の観点から不適当とされることが一般的です。,,,,,,,,,,,,,,
H30-PM-58,H30,午後,58,施工管理,品質管理,品質管理の用語に関する記述として、最も不適当なものはどれか。,誤差とは、試験結果又は測定結果の期待値から真の値を引いた値のことである。,目標値とは、仕様書で述べられる、望ましい又は基準となる特性の値のことである。,不適合とは、要求事項を満たしていないことである。,トレーサビリティとは、対象の履歴、適用又は所在を追跡できることである。,1,【ショーケン版】「誤差」と「かたより」をゴッチャにすんな！「期待値（平均値）」から真の値を引いたものは「かたより（偏り）」だ。一回一回の「測定結果」そのものから真の値を引いたのが「誤差」なんだよ。言葉の定義を正確に仕分けろ！,【建龍版】品質管理の用語（JIS Z 8101）に関する問題です。「誤差」とは、「測定結果（個々の観測値）から真の値を引いた値」を指します。記述にある「期待値（平均値）から真の値を引いた値」は「かたより（偏り）」の定義であるため、不適当です。,,,,,,,,,,,,,,
H30-PM-59,H30,午後,59,施工管理,精度管理,建築施工の品質を確保するための管理値に関する記述として、最も不適当なものはどれか。,鉄骨柱据付け面となるベースモルタル天端の高さの管理許容差は、± 3 mm とした。,硬質吹付けウレタンフォーム断熱材の吹付け厚さの許容差を、± 5 mm とした。,鉄骨梁の製品検査において、梁の長さの管理許容差は、± 3 mm とした。,化粧打放しコンクリート仕上げ壁面の仕上がり平坦さを、3 m につき 7 mm 以下とした。,2,【ショーケン版】ウレタンの吹き付け厚さを「マイナス」にするなよ！断熱材ってのは、決められた厚さより薄かったら性能が出ねえんだよ。だから許容差は「＋10mm、−0mm」みたいに、薄くなるのは絶対にNGにするのがルールだ。±5mmなんて甘いこと言ってたら、結露だらけになるぞ！,"【建龍版】断熱工事の厚さ管理に関する問題です。吹付けウレタンフォーム等の断熱材は、所定の断熱性能を確保するため、厚さの許容差は原則として「マイナス側を認めない（+10, -0等）」管理を行います。したがって「±5mm」とする記述は、厚さ不足を許容することになるため不適当です。",,,,,,,,,,,,,,
H30-PM-60,H30,午後,60,施工管理,品質管理,品質管理における検査に関する記述として、最も不適当なものはどれか。,無試験検査は、工程が安定状態にあり、品質状況が定期的に確認でき、そのまま次工程に流しても損失は問題にならない場合に適用される。,間接検査は、購入者側が受入検査を行うことによって、供給者側の試験を省略する検査である。,非破壊検査は、品物を試験してもその商品価値が変わらない検査である。,全数検査は、工程の品質状況が悪く継続的に不良率が大きく、決められた品質水準に修正しなければならない場合に適用される。,2,【ショーケン版】「間接検査」を逆さまに覚えてんぞ！間接検査ってのは、購入者（俺たち）が自分で検査するんじゃなくて、メーカー（供給者）の検査結果を確認して「合格」にするやり方のことだ。自分で検査しないから「間接」なんだよ。意味を逆にすんな！,【建龍版】品質検査の方式に関する問題です。「間接検査」とは、購入者が自ら検査を行う代わりに、供給者（製造者）が実施した検査の結果を確認・利用して受入合否を判定する方式です。「購入者側が検査を行って供給者の試験を省略する」とする記述は、定義が逆であるため不適当です。,,,,,,,,,,,,,,
H30-PM-61,H30,午後,61,施工管理,鉄筋工事,鉄筋のガス圧接工事の試験及び検査に関する記述として、最も不適当なものはどれか。,外観検査は、圧接部のふくらみの直径及び長さ、鉄筋中心軸の偏心量、折曲がりなどについて行った。,超音波探傷試験における抜取検査ロットの大きさは、1組の作業班が1日に施工した圧接 200 箇所とした。,超音波探傷試験の抜取検査は、検査ロットに対して無作為に 30 箇所抽出して行った。,超音波探傷試験による抜取検査で不合格となったロットについては、試験されていない残り全数に対して超音波探傷試験を行った。,2,【ショーケン版】ガス圧接のロットを「200箇所」で決めるな！基本は、1組の班が1日にやった「全部」を1ロットにするんだ。それが200箇所になることもあるが、決め打ちで「200」って数字があるわけじゃねえ。それと、抜き取る数は「30箇所」じゃなくて、JIS規格では「20箇所」が正解だ！数字のミスが多いぞ！,【建龍版】鉄筋のガス圧接（超音波探傷試験）に関する問題です。JIS Z 3062等に基づき、抜取検査のサンプル数は1ロット（1組の班が1日に施工した数等）につき「20箇所」です。また、不合格ロットの処置として残り全数検査を行う記述は正しいですが、抽出数「30箇所」とする記述は不適当です。,,,,,,,,,,,,,,
H30-PM-62,H30,午後,62,施工管理,タイル工事,壁面の陶磁器質タイル張り工事における試験に関する記述として、最も不適当なものはどれか。,有機系接着剤によるタイル後張り工法において、引張接着力試験は、タイル張り施工後、2週間経過してから行った。,セメントモルタルによるタイル後張り工法において、引張接着力試験に先立ち、試験体周辺部をコンクリート面まで切断した。,引張接着力試験の試験体の個数は、300 m2 ごと及びその端数につき 3 個以上とした。,二丁掛けタイルの引張接着力試験の試験体は、タイルを小口平の大きさに切断して行った。,1,【ショーケン版】「接着剤」でタイルを貼った時の試験時期をなめんな！接着剤（有機系）は固まるのが早いんだよ。だから試験は施工後「1週間（7日）」経てばやっていいんだ。2週間待つのは「モルタル」で貼った時の話だ。工法の違いで時間を使い分けろ！,【建龍版】タイルの引張接着力試験に関する問題です。有機系接着剤（接着剤張り）を用いた場合の試験時期は、標準として施工後「1週間（7日間）以上」経過した時点で行います。2週間以上とするのはセメントモルタル張りの基準であり、記述は不適当です。,,,,,,,,,,,,,,
H30-PM-63,H28,午後,63,施工管理,解体工事,解体工事における振動・騒音対策に関する記述として、最も不適当なものはどれか。,現場の周辺地域における許容騒音レベルの範囲内に騒音を抑えるために、外部足場に防音養生パネルを設置した。,振動対策として、壁などを転倒解体する際に、床部分に、先行した解体工事で発生したガラを敷きクッション材として利用した。,内部スパン周りを先に解体し、外周スパンを最後まで残すことにより、解体する予定の構造物を遮音壁として利用した。,測定器の指示値が周期的に変動したため、変動ごとに指示値の最大値と最小値の平均を求め、そのなかの最大の値を振動レベルとした。,4,【ショーケン版】振動計の針が揺れてる時、「最大と最小の平均」なんて中途半端な計算すんな！周期的に変わる振動のレベルを測る時は、ピークが来てる時の「最大値」をいくつかピックアップして、その平均をとるのが正しいルールだ。最小値を混ぜて数字を薄めるな！,【建龍版】振動の測定方法（振動規制法関連）に関する問題です。振動レベルの指示値が周期的に変動する場合の評価値は、「各周期ごとの最大値」を数個測定し、その平均値（$L_{max}$の平均）を算出します。「最大値と最小値の平均」を求める手法は、測定基準として不適当です。,,,,,,,,,,,,,,
H30-PM-64,H30,午後,64,施工管理,安全管理,次に示すイ〜ニの災害を、平成 28 年の建築工事における死亡災害の発生件数の多い順から並べた組合せとして、適当なものはどれか。(災害の種類) イ 建設機械等による災害、ロ 墜落による災害、ハ 電気、爆発火災等による災害、ニ 飛来、落下による災害,イ、ロ、ニ、ハ,ロ、イ、ニ、ハ,イ、ハ、ロ、ニ,ロ、ハ、イ、ニ,2,【ショーケン版】建設現場で一番人が死んでるのは、いつの時代も「墜落（ロ）」だ！これは不動のワースト1位。その次が重機に挟まれたりする「建設機械（イ）」、そして「飛来・落下（ニ）」と続く。火事や感電（ハ）は件数としては一番少ないんだ。ロ（墜落）から始まってる選択肢を選べばまず間違いねえ！,【建龍版】労働災害統計に関する問題です。建築工事における死亡災害の原因別発生件数は、例年「墜落・転落」が約4割を占め最も多く、次いで「建設機械・クレーン等」、「飛来・落下」、「崩壊・倒壊」の順となります。「感電」や「火災・爆発」は比較的下位に位置します。したがって「ロ、イ、ニ、ハ」の順である「2」が適当です。,,,,,,,,,,,,,,
H30-PM-65,H30,午後,65,施工管理,安全管理,市街地の建築工事における公衆災害防止対策に関する記述として、最も不適当なものはどれか。,工事現場内の表土がむきだしになることによる土埃の発生のおそれがあるため、十分散水し、シートで覆いをかけた。,落下物による危害を防止するため、道路管理者及び所轄警察署長の許可を受けて、防護棚を道路上空に設けた。,工事現場の境界に接している荷受け構台には、落下物による危害を防止するために手すりを設けたので、幅木は省略した。,落下物による危害を防止するために足場の外側に設けた工事用シートは、日本工業規格(JIS)で定められた建築工事用シートの 1 類を使用した。,3,【ショーケン版】おい！手すりがあるからって「幅木（はばき）」を抜く奴があるか！手すりは人間が落ちないためのもんだが、幅木は足元の「ボルト」や「工具」が隙間から道路に転がり落ちないようにするためのもんだぞ。第三者災害を防ぐなら、幅木は絶対省略すんな！,【建龍版】公衆災害防止対策（物体落下の防止）に関する問題です。外部に面した作業場（荷受け構台等）では、作業員の墜落防止だけでなく、工具や資材の落下による第三者への危害を防止するため、「手すり」に加えて「幅木（高さ10cm以上）」やメッシュシートの設置が義務付けられています。幅木を省略する記述は不適当です。,,,,,,,,,,,,,,
H30-PM-66,H30,午後,66,施工管理,安全管理,作業主任者の職務として、労働安全衛生法上、定められていないものはどれか。,地山の掘削作業主任者として、作業の方法を決定し、作業を直接指揮すること。,石綿作業主任者として、周辺住民の健康障害を予防するため、敷地境界での計測を定期的に行うこと。,土止め支保工作業主任者として、材料の欠点の有無並びに器具及び工具を点検し、不良品を取り除くこと。,はい作業主任者として、はい作業をする箇所を通行する労働者を安全に通行させるため、その者に必要な事項を指示すること。,2,【ショーケン版】作業主任者の仕事は、あくまで「現場の作業員」を守ることだ！「周辺住民」の健康をチェックしたり、敷地境界で数値を測ったりするのは、現場監督（事業者）や専門の業者の仕事だろ。主任者にそんな大きな責任（近隣対策）まで押し付けるなよ！,【建龍版】作業主任者の職務範囲に関する問題です。作業主任者の法定職務は、当該作業に従事する「労働者」の労働災害を防止するための指揮、点検、監視等に限定されています。「周辺住民の健康障害予防」や「敷地境界での計測」は、事業者の責務であり、作業主任者の直接の法定職務には含まれていません。したがって「2」が正解です。,,,,,,,,,,,,,,
H30-PM-67,H30,午後,67,施工管理,安全管理,足場に関する記述として、最も不適当なものはどれか。,単管足場において、建地を鋼管2本組とする部分は、建地の最高部から測って 31 m を超える部分とした。,単管足場における建地の間隔は、けた行方向を 1.85 m 以下、はり間方向を 1.5 m 以下とした。,枠組足場における高さ 2 m 以上に設ける作業床は、床材と建地とのすき間を 12 cm 未満とした。,高さが 20 m を超える枠組足場の主枠間の間隔は、 2 m 以下とした。,4,"【ショーケン版】枠組足場のスパン（主枠の間隔）を「2m」にする奴があるか！枠組足場の標準サイズは1,829mm（1.85m以下）だろ。20mを超えようが超えまいが、1.85m以下にしなきゃ専用の足場板も布枠も掛からねえぞ。勝手なサイズで組むんじゃねえ！",【建龍版】足場の構造基準（労働安全衛生規則）に関する問題です。枠組足場の主枠間の間隔（けた行方向）は、原則として「1.85m以下」と定められています。高さ20mを超える場合に2m以下とするような緩和規定はなく、不適当です。なお、単管足場の31m超の2本組や、作業床の隙間12cm未満などは正しい基準です。,,,,,,,,,,,,,,
H30-PM-68,H30,午後,68,施工管理,安全管理,労働安全衛生規則上、事業者が作業を行う区域内に関係労働者以外の労働者の立入りを禁止しなければならないものはどれか。,高さが 2 m の足場の組立ての作業,高さが 3 m の鉄骨造建築物の組立ての作業,高さが 4 m のコンクリート造建築物の解体の作業,軒の高さが 5 m の木造建築物の解体の作業,4,【ショーケン版】「立入禁止」が必要な基準を覚えとけ！木造の「解体」は、軒高が「5m以上」ならエリア内は立入禁止だ。ちなみに足場や鉄骨の「組立て」なら「5m以上」から。コンクリ解体は「2m以上」からだ。5mの木造解体はバッチリ対象だぞ！,【建龍版】立入禁止措置が必要な作業（安衛則）に関する問題です。軒の高さが「5m以上」の木造建築物の解体作業を行う区域内には、関係労働者以外の立入りを禁止しなければなりません（安衛則第443条）。他の選択肢（足場組立て・鉄骨組立て等）は「5m以上」が基準であるため、提示された数値では義務が生じません。,,,,,,,,,,,,,,
H30-PM-69,H30,午後,69,施工管理,安全管理,ゴンドラに関する記述として、ゴンドラ安全規則上、誤っているものはどれか。,ゴンドラの操作の業務に労働者をつかせるときは、当該業務に関する安全のための特別の教育を行わなければならない。,つり下げのためのワイヤロープが 2 本のゴンドラでは、安全帯をゴンドラに取り付けて作業を行うことができる。,ゴンドラの検査証の有効期間は 2 年であり、保管状況が良好であれば 3 年を超えない範囲内で延長することができる。,ゴンドラを使用する作業を、操作を行う者に単独で行わせる場合は、操作の合図を定めなくてもよい。,3,【ショーケン版】ゴンドラの検査証を「2年」も持たせてくれるわけねえだろ！ゴンドラ検査証の有効期間は「1年」だ。現場で使ってりゃワイヤーだって痛むんだからな。1年ごとにしっかり検査受けて更新しろ！,【建龍版】ゴンドラ安全規則に関する問題です。ゴンドラ検査証の有効期間は「1年」です。2年とする記述は誤りです。なお、ワイヤロープ2本吊りの場合はゴンドラ本体への安全帯取付けが認められており（1本吊りはライフラインへ）、単独作業時の合図省略も正しい規定です。,,,,,,,,,,,,,,
H30-PM-70,H30,午後,70,施工管理,安全管理,工具とその携帯に関する規定のある法律の組合せとして、誤っているものはどれか。,ガス式ピン打ち機 ― 火薬類取締法,ガラス切り ― 軽犯罪法,作用する部分の幅が 2 cm 以上で長さが 24 cm 以上のバール ― 特殊開錠用具の所持の禁止等に関する法律(ピッキング防止法),刃体の長さが 8 cm を超えるカッターナイフ ― 銃砲刀剣類所持等取締法(銃刀法),1,【ショーケン版】「ガス式」のピン打ち機に火薬が要るかよ！火薬を使うなら火薬類取締法だが、ガス式なら「高圧ガス」か、あるいは特になしだ。カッターの8cm超（銃刀法）や、バールのサイズ（ピッキング防止法）は現場監督なら常識として覚えとけ！,【建龍版】工具の携帯と法律に関する問題です。火薬類取締法の対象となるのは、火薬の爆発力を利用する「鋲打ち機（銃用雷管を使用するもの）」等です。「ガス式」ピン打ち機は火薬を使用しないため、火薬類取締法の対象外です。他の記述は、軽犯罪法やピッキング防止法、銃刀法の規定通りです。,,,,,,,,,,,,,,
H30-PM-71,H30,午後,71,法規,建築基準法,次の記述のうち、建築基準法上、誤っているものはどれか。,床面積の合計が 10 m2 を超える建築物を除却しようとする場合においては、原則として、当該除却工事の施工者は、建築主事を経由して、その旨を都道府県知事に届け出なければならない。,避難施設等に関する工事を含む建築物の完了検査を受けようとする建築主は、建築主事が検査の申請を受理した日から 7 日を経過したときは、検査済証の交付を受ける前であっても、仮に、当該建築物を使用することができる。,鉄筋コンクリート造 3 階建共同住宅の 2 階の床及びこれを支持する梁に鉄筋を配置する工事の工程は、中間検査の申請が必要な特定工程である。,木造 2 階建の戸建て住宅を、大規模の修繕をしようとする場合においては、確認済証の交付を受けなければならない。,4,【ショーケン版】「木造2階建て（4号建築物）」を直すのに確認申請は要らねえよ！大規模の修繕・模様替で申請が要るのは、「1〜3号建築物（デカい建物や3階建て等）」だけだ。2階建ての家なら、中身を全部作り直したって法律上は「確認申請不要」なんだよ！,【建龍版】建築確認（建築基準法第6条）に関する問題です。大規模の修繕・模様替において建築確認が必要なのは、法第6条第1項第一号〜第三号に掲げる建築物です。一般的な木造2階建ての住宅（第四号建築物）は対象外であるため、確認済証の交付を受ける必要はありません。したがって「4」が誤りです。,,,,,,,,,,,,,,
H30-PM-72,H30,午後,72,法規,建築基準法,次の記述のうち、建築基準法上、誤っているものはどれか。,建築監視員は、建築物の工事施工者に、当該工事の施工の状況に関する報告を求めることができる。,建築主事は、建築基準法令の規定に違反した建築物に関する工事の請負人に対して、当該工事の施工の停止を命じることができる。,建築主は、延べ面積が 300 m2 を超える鉄骨造の建築物を新築する場合は、一級建築士である工事監理者を定めなければならない。,特定行政庁は、飲食店に供する床面積が 100 m2 を超える建築物の劣化が進み、そのまま放置すれば著しく保安上危険となると認める場合、相当の猶予期限を付けて、所有者に対し除却を勧告することができる。,2,【ショーケン版】現場を止める命令（施工停止命令）を出せるのは、役所の「特定行政庁（知事や市長）」だけだ！建築主事はあくまで「確認申請が通るかチェックする人」であって、工事を止める強力な権限までは持ってねえんだよ。立場と権限を混同するな！,【建龍版】建築基準法第9条（違反建築物に対する措置）に関する問題です。違反建築物に対して工事の施工停止や是正を命じることができるのは「特定行政庁」です。「建築主主事」にはその権限が与えられていないため、記述は誤りです。,,,,,,,,,,,,,,
H30-PM-73,H30,午後,73,法規,建築基準法,建築物の内装制限に関する記述として、建築基準法上、誤っているものはどれか。,自動車車庫の用途に供する特殊建築物は、構造及び床面積に関係なく、原則として、内装制限を受ける。,主要構造部を耐火構造とした学校の 3 階に設ける調理室は、内装制限を受けない。,内装制限を受ける百貨店の売場から地上に通ずる主たる廊下の室内に面する壁のうち、床面からの高さが 1.2 m 以下の部分は、内装制限を受けない。,主要構造部を耐火構造とした地階に設ける飲食店は、原則として、内装制限を受ける。,3,【ショーケン版】「避難経路（廊下や階段）」の内装制限をなめんな！腰壁（1.2m以下）なら木材でもいいなんてルールはねえぞ。廊下の壁や天井は、床から天井まで「全部」内装制限の対象だ！火災の時に煙に巻かれたらおしまいだからな！,【建龍版】建築基準法施行令第128条の5（内装制限）に関する問題です。避難経路（廊下、階段等）の内装制限において、壁については「床面からの高さ」による除外規定はなく、全面が制限の対象となります。1.2m以下の部分は受けないとする記述は誤りです。学校の調理室（耐火構造）の除外などは正しい規定です。,,,,,,,,,,,,,,
H30-PM-74,H30,午後,74,法規,建設業法,建設業の許可に関する記述として、建設業法上、誤っているものはどれか。,"特定建設業の許可を受けようとする者は、発注者との間の請負契約で、その請負代金の額が 8,000 万円以上であるものを履行するに足りる財産的基礎を有していなければならない。",特定建設業の許可を受けようとする建設業のうち、指定建設業は、土木工事業、建築工事業、電気工事業、管工事業、鋼構造物工事業、舗装工事業及び造園工事業の 7 業種である。,"特定建設業の許可を受けた者でなければ、発注者から直接請け負った建設工事を施工するために、建築工事業にあっては下請代金の額の総額が 6,000 万円以上の下請契約を締結してはならない。",許可を受けようとする建設業に係る建設工事に関して 10 年の実務の経験を有する者を、一般建設業の営業所に置く専任の技術者とすることができる。,3,"【ショーケン版】建築一式工事の下請代金のボーダーラインを間違えてるぞ！「特定」が必要になるのは、下請けに流す合計が「4,500万円（現在は7,000万円）以上」だ。6,000万なんて数字、どこから湧いてきたんだ？一式工事は金額がデカいから特に気をつけろ！","【建龍版】特定建設業の許可（建設業法第3条）に関する問題です。特定建設業の許可が必要となる下請契約の総額は、現在「4,500万円（建築一式は7,000万円）以上」です（H30当時は建築一式でも4,500万円以上が基準）。6,000万円とする記述は法的な基準値と異なるため誤りです。",,,,,,,,,,,,,,
