id,year,session,no,category,subcategory,question,choice1,choice2,choice3,choice4,answer,explanation_shoken,explanation_kenryu,imageUrl
R6-PM-53,R6,午後,53,施工管理,鉄骨工事,鉄骨の加工及び組立てに関する記述として、最も不適当なものはどれか。,鋼材は、自動ガス切断機で開先を加工し、著しい凹凸が生じた部分を修正した。,鉄筋コンクリート構造において、鉄骨柱と鉄骨梁の接合部のダイアフラムに、コンクリートの充填性を考慮して、空気孔を設けた。,490 N/mm2 級の鋼材において、孔あけにより除去される箇所にポンチでけがきを行った。,公称軸径が 24 mm の高力ボルト用の孔あけ加工は、ドリル孔あけとし、径を 27 mm とした。 ／ （5）アンカーボルト用の孔あけ加工は、板厚が 13 mm であったため、せん断孔あけとした。,5,【ショーケン版】アンカーボルトの穴を「ガシャン！」とパンチ（せん断）で開けるなよ！板厚が「12mm」を超えたら、どんな穴でもドリルで綺麗に開けなきゃいけないんだ。13mmもある板をせん断で開けたら、穴の周りがひび割れて強度がガタ落ちだぞ！,【建龍版】鉄骨の孔あけ加工（JASS 6）に関する問題です。高力ボルト用やアンカーボルト用の孔あけは、原則としてドリルあけとします。板厚が「12 mm 以下」であればせん断孔あけ（パンチング）も認められることがありますが、13 mm を超える場合は部材の品質確保のため必ずドリルあけとする必要があります。したがって5が不適当です。,
R6-PM-54,R6,午後,54,施工管理,防水工事,塗膜防水に関する記述として、最も不適当なものはどれか。,ウレタンゴム系塗膜防水の絶縁工法において、立上り部の補強布は、平場部の通気緩衝シートの上に 100 mm 張り掛けた。,ウレタンゴム系塗膜防水の絶縁工法において、平場部の防水材の総使用量は、硬化物比重が 1.3 だったため、3.9 kg/m2 とした。,ウレタンゴム系塗膜防水の絶縁工法において、通気緩衝シートの重ね幅は、50 mm とした。,ゴムアスファルト系塗膜防水工法において、補強布の重ね幅は、50 mm とした。 ／ （5）ゴムアスファルト系防水材の室内平場部の総使用量は、固形分 60 % のものを使用するため、4.5 kg/m2 とした。,5,【ショーケン版】ゴムアス防水の材料ケチるな！室内の平場なら、固形分に関係なく、きっちり「厚み」を確保しなきゃダメなんだ。固形分60%の材料を使って「4.5kg」じゃあ、乾いたあとの膜厚が足りねえんだよ。漏水させたくなかったら、もっとガッツリ塗り込め！,【建龍版】塗膜防水の材料使用量に関する問題です。ゴムアスファルト系塗膜防水（JASS 8）において、室内平場部の標準的な総使用量は、固形分によりますが、設計膜厚を確保するために「5.0kg/m2以上」程度を標準とすることが多いです。4.5kg/m2とする記述は、防水性能確保の観点から不十分であり、不適当とされます。,
R6-PM-55,R6,午後,55,施工管理,タイル工事,セメントモルタルによる壁タイル後張り工法に関する記述として、最も不適当なものはどれか。,改良積上げ張りの張付けモルタルは、下地モルタル面に塗厚 4 mm で塗り付けた。,密着張りの張付けモルタルは、1 回の塗り付け面積を 2 m2 以内とした。,モザイクタイル張りの張付けモルタルは、下地面に対する塗り付けを 2 度塗りとし、1 層目はこて圧をかけて塗り付けた。,マスク張りの張付けモルタルは、ユニットタイルの裏面に厚さ 4 mm のマスク板をあて、金かなごてで塗り付けた。 ／ （5）改良圧着張りの張付けモルタルは、下地面に対する塗り付けを 2 度塗りとし、その合計の塗厚を 5 mm とした。,1,【ショーケン版】改良積上げ張りで、下地に「4mm」も塗るなよ！改良積上げってのは「タイル裏」にモルタルを盛るんだ。下地に塗るんじゃねえぞ。下地に塗るのは「改良圧着」だろ。工法の名前とやり方をセットで覚え直せ！,【建龍版】タイル後張り工法の施工手順に関する問題です。「改良積上げ張り」は、タイルの裏面に張付けモルタルを盛り上げ、下から順に積み上げる工法です。下地モルタル面に張付けモルタルを塗り付けるのは「改良圧着張り」や「密着張り」の手法であり、記述は不適当です。,
R6-PM-56,R6,午後,56,施工管理,内装工事,内装工事におけるボード張りに関する記述として、最も不適当なものはどれか。,せっこうボードを軽量鉄骨壁下地に張り付ける際、ドリリングタッピンねじの留め付け間隔は、周辺部 200 mm 程度、中間部 300 mm 程度とした。,せっこうボードを軽量鉄骨天井下地に張り付ける際、ドリリングタッピンねじの長さは、下地材の裏面に 5 mm 以上の余長が得られる長さとした。,せっこうボードを軽量鉄骨壁下地に張り付ける際、ボードの下端と床面の 間を 10 mm 程度浮かして張り付けた。,ロックウール化粧吸音板を天井せっこうボード下地に重ね張りする際、吸音板の目地は、下地ボードの目地と重ならないよう、50 mm 以上ずらして張り付けた。 ／ （5）厚さ 9.5 mm のせっこうボードを厚さ 12.5 mm の壁せっこうボード下地に接着剤を用いて重ね張りする際、併用するステープルの足の長さを 20 mm とした。,5,【ショーケン版】ステープルの足が短すぎるだろ！「9.5mm」のボードを貫通させて、下のボードにガッチリ効かせるんだ。20mmじゃあ、表面のボードの厚みでほとんど使い切っちまって、下地に「10mm」くらいしか刺さらねえぞ。最低でも「25mm」はねえと、地震でボードが降ってくるぞ！,【建龍版】ボードの重ね張りに関する問題です。厚さ9.5mmのボードを重ね張りする場合、使用するステープルの足の長さは、下地への十分な掛かりを考慮して「25 mm 以上（JASS 26）」とする必要があります。20 mm とする記述は固定強度が不足するため不適当です。,
R6-PM-57,R6,午後,57,施工管理,仮設工事,仮設計画に関する記述として、最も不適当なものはどれか。,傾斜地に設置する仮囲いの下端の隙間を塞ぐため、土台コンクリートを設ける計画とした。,仮囲いは、工事現場の周辺や工事の状況により危害防止上支障がなかったため、設けない計画とした。,仮囲いは、道路管理者や所轄警察署の許可を得て、道路の一部を借用して設置する計画とした。,女性用便所は、同時に就業する女性労働者が 45 人見込まれたため、便房を 2 個設置する計画とした。 ／ （5）ガスボンベ類の貯蔵小屋は、通気を良くするため、壁の 1 面を開口とし、他の 3 面は上部に開口部を設ける計画とした。,4,【ショーケン版】女子トイレ「45人に2個」？朝のラッシュで大喧嘩になるぞ！法律（安衛則）をよく見ろ。女性用便所は「20人以内ごとに1個以上」設置しなきゃいけないんだ。45人いるなら最低「3個」は要るだろ。現場の福利厚生をケチるな！,【建龍版】仮設トイレの設置基準（労働安全衛生規則）に関する問題です。女性用便所は、常時就業する女性労働者「20人以内ごとに1個以上」設置しなければなりません。45人の場合は3個以上の設置義務があるため、2個とする計画は不適当です。,
R6-PM-58,R6,午後,58,施工管理,原価管理,建築工事における工期と費用に関する一般的な記述として、最も不適当なものはどれか。,総工事費は、工期に比例して増加する。,間接費は、工期の長短に相関して増減する。,直接費と間接費の和が最小となるときが、最適な工期となる。,ノーマルタイム(標準時間)とは、直接費が最小となるときに要する工期をいう。 ／ （5）クラッシュタイム(特急時間)とは、どんなに直接費を投入しても、ある限度以上には短縮できない工期をいう。,1,【ショーケン版】「比例」するわけねえだろ！「総工事費」はU字型のカーブを描くんだ。工期を無理やり縮めれば「直接費（人件費）」が跳ね上がるし、ダラダラ伸ばせば「間接費（リース代）」が嵩む。どっちに転んでも高くなるんだよ。真ん中の「ちょうどいい工期」が一番安いんだ！,【建龍版】工期とコストの関係に関する問題です。総工事費は、工期を短縮しすぎると直接費が急増し、延長しすぎると間接費が増大するため、単純な「比例関係」ではなく、最小値を持つ曲線（U字型）となります。したがって、工期に比例して増加するとする記述は不適当です。,
R6-PM-59,R6,午後,59,施工管理,躯体工事（試験）,フレッシュコンクリートの荷卸し地点での検査および鉄筋のガス圧接継手の超音波探傷試験に関する記述として、最も不適当なものはどれか。,スランプ試験は、試料をスランプコーンに詰める際、ほぼ等しい量の 3 層に分けて詰めた。,スランプ 18 cm のコンクリートのスランプの許容差は、± 2.5 cm とした。,1 回の試験における塩化物含有量は、同一試料からとった 3 個の分取試料についてそれぞれ 1 回ずつ測定し、その平均値とした。,抜取りの 1 ロットの大きさは 1 組の作業班が 1 日に施工した圧接箇所とした。 ／ （5）超音波探傷試験の抜取りは、1 ロットに対して無作為に 3 か所抽出して行った。,5,【ショーケン版】圧接の検査をたった「3箇所」で済ませる気か！それじゃ検査の意味がねえだろ。超音波探傷試験（UT）の抜き取りは、1ロット（1日1班分）につき「20箇所」やるのが現場の鉄則だ。3箇所なんてのは、ただの「見逃し」だぞ！,【建龍版】鉄筋のガス圧接継手の外観検査および超音波探傷試験（JASS 5）に関する問題です。超音波探傷試験の抜き取り数は、1ロットにつき「20箇所」と定められています。3箇所とする記述は、統計的な品質確保の観点から著しく不十分であり、不適当です。,
R6-PM-60,R6,午後,60,施工管理,安全管理（労災統計）,労働災害に関する用語の説明として、最も不適当なものはどれか。,労働災害とは、業務に起因して労働者が負傷・疾病・死亡することで、公衆災害は含まない。,休業日数は、労働災害により労働することができない日数で、休日であっても休業日数に含める。,"強度率とは、労働者 1,000 人当たり 1 年間に発生した死傷者数を示す。","度数率は 100 万延べ労働時間当たりの死傷者数を示す。 ／ （5）労働損失日数は、死亡及び永久全労働不能の場合、1 件につき 7,500 日とする。",3,"【ショーケン版】「強度率」と「年千人率」をゴッチャにすんな！1,000人あたりのケガ人の数は「年千人率」だ。強度率ってのは「労働時間1,000時間あたり、どれだけ仕事が止まったか（損失日数）」を出すもんだ。言葉の意味を仕分けろ！","【建龍版】労働災害の統計指標に関する問題です。「強度率」は、延べ労働時間 1,000 時間当たりの労働損失日数であり、災害の「重さ」を表します。記述にある「1,000 人当たり 1 年間の死傷者数」は「年千人率」の定義であり、不適当です。",
R6-PM-61,R6,午後,61,法規,建築基準法,建築基準法に関する記述として、誤っているものはどれか。,高さが 4 mを超える広告塔を設置しようとする場合においては、確認済証の交付を受けなければならない。,床面積の合計が 5 m2 の建築物を除却しようとする場合、施工者はその旨を都道府県知事に届け出る必要はない。,防火地域及び準防火地域内に建築物を増築しようとする場合、その増築部分の床面積が 10 m2 以内のときは、建築確認を受ける必要はない。,木造 3 階建ての戸建て住宅について、大規模の修繕をしようとする場合においては、確認済証の交付を受けなければならない。,3,【ショーケン版】また出た、10m2のトラップだ！防火地域・準防火地域は火事に厳しいから「例外なし」だぞ。たとえ犬小屋サイズの増築でも、地域内なら「建築確認」が絶対に必要だ。10m2でいいのは、真っ白な「無指定」の場所だけだ！,【建龍版】建築基準法第6条第2項に関する問題です。増築における確認申請不要の「10m2以内」の特例は、その場所が「防火地域及び準防火地域外」である場合にのみ適用されます。地域内であれば面積にかかわらず申請が必要なため、3が誤りです。,
R6-PM-62,R6,午後,62,法規,建築基準法,建築基準法に関する記述として、誤っているものはどれか。,特定行政庁は、工事施工者に対して、当該工事の施工の状況に関する報告を求めることができる。,特定行政庁は、敷地がそのまま放置されれば保安上危険となると認める場合、所有者に対して維持保全の指導・助言ができる。,"建築主は、延べ面積が 1,000 m2 を超え、かつ、階数が 2 以上の建築物を新築する場合、一級建築士である工事監理者を定めなければならない。",建築主は、軒の高さが 9 mを超える木造の建築物を新築する場合においては、二級建築士である工事監理者を定めなければならない。,4,【ショーケン版】二級建築士にデカい木造（軒高9m超）の監理をさせるな！木造で「高さ13m超」か「軒高9m超」になったら、それはもう「一級建築士」の守備範囲なんだよ。自分の資格で何までできるか、しっかり覚えとけよ！,【建龍版】建築士法および建築基準法に基づく設計・監理の範囲に関する問題です。木造建築物で、軒の高さが「9 m を超える」ものは、一級建築士でなければ設計・監理を行うことができません。二級建築士で可能とする記述は誤りです。,
R6-PM-63,R6,午後,63,法規,建築基準法,避難施設等に関する記述として、建築基準法施行令上、誤っているものはどれか。,小学校の児童用の廊下の幅は、両側に居室がある場合、1.8m 以上としなければならない。,集会場で避難階以外の階に集会室を有するものは、その階から避難階等に通ずる 2 以上の直通階段を設けなければならない。,回り階段の部分における踏面寸法は、踏面の狭いほうの端から 30 cm の位置において測らなければならない。,建築物の高さ 31 m 以下の部分にある 3 階以上の階には、原則として、非常用の進入口を設けなければならない。,4,【ショーケン版】「非常用の進入口」は、窓があれば「代わり」になるんだよ！法律（令126条の6）をよく読め。代わりに使える「有効な開口部（窓）」がちゃんと付いてるなら、わざわざ赤いシールの進入口を付けなくていいんだ。「絶対設けなきゃならない」なんてのは言い過ぎだ！,【建龍版】避難施設に関する問題です。高さ 31 m 以下の部分にある 3 階以上の階には、非常用の進入口を設ける義務がありますが、一定の基準を満たす「窓（代替進入口）」を設けている場合には、設置が免除されます。一律に設置を義務付ける記述は不適当です。,
R6-PM-64,R6,午後,64,法規,建設業法,建設業の許可に関する記述として、建設業法上、誤っているものはどれか。,内装仕上工事等の建築一式工事以外の工事を請け負う業者であっても、特定建設業の許可を受けることができる。,"特定建設業の許可を受けようとする者は、請負代金が 8,000 万円以上のものを履行するに足りる財産的基礎を有していなければならない。","建築工事業にあっては、下請代金の総額が 7,000 万円以上となる下請契約を締結する場合、特定建設業の許可が必要である。",建設業の許可を受けようとする者は、複数の都道府県に営業所を設けて営業しようとする場合、それぞれの都道府県知事の許可を受けなければならない。,4,【ショーケン版】県をまたいで営業所を出すなら、知事じゃなくて「大臣」の出番だろ！A県とB県に事務所があるなら「国土交通大臣許可」。ひとつの県の中だけなら「知事許可」。許可の出し先を間違えたら、営業停止もんだぞ！,【建龍版】建設業法第3条に関する問題です。2つ以上の都道府県の区域内に営業所を設けて営業しようとする場合は「国土交通大臣」の許可が必要です。それぞれの知事から個別に受けるものではないため、4が誤りです。,
R6-PM-65,R6,午後,65,法規,建設業法,建設工事の請負契約に関する記述として、建設業法上、誤っているものはどれか。,元請負人は、工程の細目や作業方法を定めようとするときは、あらかじめ、注文者の意見をきかなければならない。,特定建設業者は、下請代金の支払につき、一般の金融機関による割引を受けることが困難であると認められる手形を交付してはならない。,元請負人は、下請負人に対する下請代金のうち労務費に相当する部分については、現金で支払うよう適切な配慮をしなければならない。,注文者は、著しく不適当と認められる下請負人があるときは、あらかじめ注文者の書面等による承諾を得て選定した場合を除き、その変更を請求することができる。,1,【ショーケン版】俺たち元請けが「どうやって作るか（作業方法）」を決めるのに、いちいち施主の意見を聞かなきゃいけないわけねえだろ！聞かなきゃいけないのは「工期（いつまでに終わるか）」に関係する細目だけだ。工法まで施主に口出しさせんじゃねえ！,【建龍版】建設業法第24条の2に関する問題です。元請負人が注文者の意見を聴かなければならないのは「工程の細目」を定めようとする時です。「作業方法」は施工者の裁量に属する事項であり、注文者の意見を聴く義務の対象外であるため、1が誤りです。,
R6-PM-66,R6,午後,66,法規,建設業法,工事現場に置く技術者に関する記述として、建設業法上、誤っているものはどれか。,"元請の特定建設業者は、下請契約の総額が 7,000 万円以上の工事を施工する場合、監理技術者を置かなければならない。",特定専門工事の主任技術者は、当該工事に関し 1 年以上指導監督的な実務の経験を有する者でなければならない。,"一件の請負代金が 7,000 万円である事務所の建築一式工事において、技術上の管理をつかさどるものは、現場ごとに専任でなければならない。",専任の監理技術者は、登録講習を受講した日の属する年の翌年から起算して 5 年を経過しない者でなければならない。,3,"【ショーケン版】専任が必要な金額、古いままで覚えてねえか！今の建築一式なら、請負代金「8,000万円」を超えて初めて「専任（現場にべったり）」が義務になるんだよ。7,000万ならまだ「兼任」が効くんだ。最新の数字にアップデートしとけ！","【建龍版】建設業法第26条第3項に関する問題です。工事現場への専任義務が生じる請負代金の額は、2023年の改正により建築一式工事で「8,000 万円以上（その他の工事は4,000万円以上）」に引き上げられました。7,000 万円で専任を義務付ける記述は現在の基準に反するため、誤りです。",
R6-PM-67,R6,午後,67,法規,労働基準法,労働基準法に関する記述として、誤っているものはどれか。,満 18 才に満たない者を、原則として午後 10 時から午前 5 時までの間において使用してはならない。,満 18 才に満たない者を、高さが 5 m 以上の場所で、墜落により危害を受けるおそれのある業務に就かせてはならない。,満 18 才以上の妊産婦を、動力により駆動される土木建築用機械の運転の業務に就かせてはならない。,満 18 才以上の妊産婦を、足場の組立て等の業務のうち地上又は床上における補助作業の業務に就かせてはならない。,4,【ショーケン版】妊婦さんに優しくするのは当たり前だが、法律（女性労働基準規則）をよく見ろ！「地上での片付け（補助作業）」なら、妊婦さんでもやっていいことになってるんだよ。高いところや重機はダメだが、足元の安全な仕事まで禁止しちゃ仕事にならねえだろ！,【建龍版】労働基準法および女性労働基準規則に関する問題です。妊産婦の就業制限において、足場の組立て等の業務は原則禁止ですが、「地上又は床上における補助作業」は危険度が低いため、就業制限の対象から除外されています。これを禁止とする記述は誤りです。,
R6-PM-68,R6,午後,68,法規,労働安全衛生法,建設業の安全衛生管理体制に関する記述として、労働安全衛生法上、誤っているものはどれか。,統括安全衛生責任者を選任した特定元方事業者は、元方安全衛生管理者を選任しなければならない。,安全衛生責任者は、安全管理者又は衛生管理者の資格を有する者でなければならない。,元方安全衛生管理者は、その事業場に専属の者でなければならない。,統括安全衛生責任者は、その事業の実施を統括管理する者でなければならない。,2,【ショーケン版】「安全衛生責任者（下請けのリーダー）」に資格なんて要らねえんだよ！そいつの仕事は、元請けとの「連絡調整」だろ。免許が必要なのは元請け側の「元方安全衛生管理者」の方なんだ。誰が資格持ちか、混乱すんなよ！,【建龍版】労働安全衛生法第16条（安全衛生責任者）に関する問題です。安全衛生責任者の選任には、安全管理者や衛生管理者のような法定の資格要件はありません。一方、第15条の2の「元方安全衛生管理者」には一定の資格が必要です。したがって2が誤りです。,
R6-PM-69,R6,午後,69,法規,労働安全衛生法,労働者の就業に当たっての措置に関する記述として、労働安全衛生法上、正しいものはどれか。,事業者は、新たに職務に就くこととなった作業主任者に対し、作業方法の決定及び労働者の配置に関する事項について、教育を行わなければならない。,就業制限に係る業務に従事するときは、これに係る免許証その他の資格を証する書面の写しを携帯していなければならない。,作業床の高さが 10 m 以上の高所作業車の運転の業務には、高所作業車運転技能講習を修了した者を就かせなければならない。,つり上げ荷重が 5 t 以上の移動式クレーンの運転の業務には、クレーン・デリック運転士免許を受けた者を就かせなければならない。,3,【ショーケン版】高所作業車の「10m」って数字はテストの鉄板だ！10m以上なら「技能講習」、10m未満なら「特別教育」。この境界線は絶対だぞ。ちなみに「免許の写し（コピー）」じゃ現場は通さねえ。必ず「原本」を持ち歩けって法律（法61条3項）に書いてあんだよ！,【建龍版】労働安全衛生法（第61条等）に関する問題です。1. 作業主任者への教育義務（法19条の2）は努力義務です。2. 資格証は「原本」の携帯が義務付けられており、写しでは不適当です。4. 5 t 以上の移動式クレーンには「移動式クレーン運転士免許」が必要であり、クレーン・デリック運転士免許（固定式用）では運転できません。3が唯一正しい記述です。,
R6-AM-70,R6,午前,70,法規,建設リサイクル法,建設リサイクル法に基づき、分別解体等を行わなければならない建設工事に該当しないものはどれか。,建築物の増築工事であって、当該工事に係る部分の床面積の合計が 500 m2 の工事,"建築物の耐震改修工事であって、請負代金の額が 8,000 万円の工事",擁壁の解体工事であって、請負代金の額が 500 万円の工事,建築物の解体工事であって、当該工事に係る部分の床面積の合計が 80 m2 の工事,2,"【ショーケン版】リサイクル法の「1億円」の壁を忘れんなよ！リフォームや改修工事（修繕・模様替）で分別解体が義務になるのは「請負代金1億円以上」からだ。8,000万円なら、まだ届出の対象外なんだよ。解体の「80m2」や新築の「500m2」は超基本だから、絶対にセットで覚えとけ！","【建龍版】建設リサイクル法（第9条）における対象建設工事の規模に関する問題です。分別解体等の義務が生じる基準は、1.建築物の解体：80m2以上、2.建築物の新築・増築：500m2以上、3.建築物の修繕・模様替（改修）：1億円以上、4.工作物の解体・新築等：500万円以上です。8,000万円の耐震改修は基準に満たないため、2が該当しません。",
R6-AM-71,R6,午前,71,法規,騒音規制法,指定地域内における特定建設作業において、騒音規制法上、実施の届出を必要としないものはどれか。ただし、作業はその作業を開始した日に終わらないものとする。,環境大臣が指定するものを除き、定格出力 80 kW 以上のバックホウを使用する作業,環境大臣が指定するものを除き、定格出力 70 kW 以上のトラクターショベルを使用する作業,さく岩機の動力として使用する作業を除き、電動機以外の定格出力 15 kW 以上の空気圧縮機を使用する作業,さく岩機を使用する作業であって、作業地点が連続的に移動し、1 日における 2 地点間の距離が 50 m を超える作業,4,【ショーケン版】騒音規制法の「逃げ道」を覚えとけ！さく岩機（ブレーカー）をバリバリ使ってても、1日で「50m以上」移動しながらやる作業（道路工事のパッチングとか）は、「特定建設作業」にはならないんだよ。一箇所に留まってうるさくするわけじゃないから届出不要、って理屈だ。50mという数字が勝負だな！,【建龍版】騒音規制法施行令（別表第2）に関する問題です。さく岩機を使用する作業であっても、「作業地点が連続的に移動する作業であって、一日における当該作業に係る地点の間の最大距離が50メートルを超えるもの」は、特定建設作業から除外されています。したがって4が届出を必要としません。,
R6-AM-72,R6,午前,72,法規,道路交通法,積載物の重量や大きさ等の制限を超えて車両を運転する際の対応として、道路交通法上、誤っているものはどれか。,制限外許可証は、当該車両の出発地を管轄する警察署長から交付を受ける。,積載した貨物の長さが制限を超えたときは、昼間においては、その貨物の見やすい箇所に、白い布をつける。,積載した貨物の長さ又は幅が制限を超えたときは、夜間においては、その貨物の見やすい箇所に、反射器をつける。,積載した貨物の幅が制限を超えたときは、夜間においては、その貨物の見やすい箇所に、赤色の灯火をつける。,2,【ショーケン版】おいおい！危ねえだろ！はみ出した荷物に「白い布」をつけてどうすんだ、お祝い事じゃねえんだぞ。現場の常識、安全の象徴は「赤」だろ！昼間は「0.3m×0.3m以上の赤い布」をつけるのが法律（道交法）の決まりだ。白じゃなくて赤、これ現場監督なら直感で分かるだろ！,【建龍版】道路交通法（第58条等）および施行令に関する問題です。積載制限を超える場合に表示すべき標識は、昼間においては「0.3メートル平方以上の大きさの赤色の布」と規定されています。白い布とする2の記述は誤りです。夜間における反射器や赤色の灯火の設置については正しい規定です。,
R6-PM-59,R6,午後,59,施工管理,躯体工事(試験),コンクリートおよび鉄筋の試験・検査に関する記述として、最も不適当なものはどれか。,スランプ試験は、試料をスランプコーンに詰める際、ほぼ等しい量の 3 層に分けて詰めた。,スランプ 18 cm のコンクリートのスランプの許容差は、± 2.5 cm とした。,1 回の試験における塩化物含有量は、同一試料からとった 3 個の分取試料についてそれぞれ 1 回ずつ測定し、その平均値とした。,抜取りの 1 ロットは 1 組の作業班が 1 日に施工した圧接箇所とした。 ／ （5）超音波探傷試験の抜取りは、1 ロットに対して無作為に 3 か所抽出して行った。,5,【ショーケン版】圧接の検査をたった「3箇所」で済ませるな！それじゃ検査の意味がねえだろ。超音波探傷試験（UT）の抜き取りは、1ロット（1日1班分）につき「20箇所」やるのが現場の鉄則だ。3箇所なんてのは、ただの「見逃し」だぞ！,【建龍版】鉄筋のガス圧接継手の検査に関する問題です。超音波探傷試験（UT）の抜き取り数は、1ロットにつき「20箇所」と定められています。3箇所とする記述は、統計的な品質確保の観点から著しく不十分であり、不適当です。,
R6-PM-60,R6,午後,60,施工管理,安全管理(労災),労働災害に関する用語の説明として、最も不適当なものはどれか。,労働災害とは業務に起因して労働者が負傷・疾病・死亡することで、公衆災害は含まない。,休業日数は労働災害により労働することができない日数で、休日であっても休業日数に含める。,"強度率とは、労働者 1,000 人当たり 1 年間に発生した死傷者数を示す。","度数率は 100 万延べ労働時間当たりの死傷者数を示す。 ／ （5）労働損失日数は、死亡および永久全労働不能の場合、1 件につき 7,500 日とする。",3,"【ショーケン版】「強度率」と「年千人率」をゴッチャにすんな！1,000人あたりのケガ人の数は「年千人率」だ。強度率ってのは「労働時間1,000時間あたり、どれだけ仕事が止まったか（損失日数）」を出すもんだ。言葉の意味を仕分けろ！","【建龍版】労働災害の統計指標に関する問題です。「強度率」は、延べ労働時間 1,000 時間当たりの労働損失日数であり、災害の「重さ」を表します。記述にある「1,000 人当たり 1 年間の死傷者数」は「年千人率」の定義であり、不適当です。",
R6-PM-61,R6,午後,61,法規,建築基準法,建築基準法に関する記述として、誤っているものはどれか。,高さが 4 mを超える広告塔を設置しようとする場合においては、確認済証の交付を受けなければならない。,床面積の合計が 5 m2 の建築物を除却しようとする場合、施工者はその旨を都道府県知事に届け出る必要はない。,防火地域および準防火地域内に建築物を増築しようとする場合、その床面積が 10 m2 以内のときは、建築確認を受ける必要はない。,木造 3 階建ての戸建住宅について、大規模の修繕をしようとする場合においては、確認済証の交付を受けなければならない。,3,【ショーケン版】また出た、10m2のトラップだ！防火地域・準防火地域は火事に厳しいから「例外なし」だぞ。たとえ犬小屋サイズの増築でも、地域内なら建築確認が絶対に必要だ。10m2でいいのは真っ白な無指定の場所だけだ！,【建龍版】建築基準法第6条第2項に関する問題です。増築における確認申請不要の「10m2以内」の特例は、防火地域および準防火地域外である場合にのみ適用されます。地域内であれば面積にかかわらず申請が必要なため、3が誤りです。,
R6-PM-62,R6,午後,62,法規,建築基準法,建築基準法に関する記述として、誤っているものはどれか。,特定行政庁は、工事施工者に対して、当該工事の施工の状況に関する報告を求めることができる。,特定行政庁は、敷地の維持保全に関し、所有者に対して必要な指導および助言をすることができる。,"建築主は、延べ面積 1,000 m2 超かつ 2 階以上の建築物を新築する場合、一級建築士である工事監理者を定めなければならない。",建築主は、軒の高さが 9 mを超える木造の建築物を新築する場合、二級建築士である工事監理者を定めなければならない。,4,【ショーケン版】二級建築士にデカい木造（軒高9m超）の監理をさせるな！木造で軒高9mを超えたら、それはもう「一級建築士」の守備範囲なんだよ。自分の資格で何までできるか、しっかり覚えとけよ！,【建龍版】建築士法および建築基準法に基づく設計・監理の範囲に関する問題です。木造建築物で、軒の高さが「9 m を超える」ものは、一級建築士でなければ設計・監理を行うことができません。二級建築士で可能とする記述は誤りです。,
R6-PM-63,R6,午後,63,法規,建築基準法,避難施設等に関する記述として、建築基準法施行令上、誤っているものはどれか。,小学校の児童用の廊下の幅は、両側に居室がある場合、1.8m 以上としなければならない。,集会場で避難階以外の階に集会室を有するものは、その階から避難階等に通ずる 2 以上の直通階段を設けなければならない。,回り階段の部分における踏面寸法は、踏面の狭いほうの端から 30 cm の位置において測らなければならない。,建築物の高さ 31 m 以下の部分にある 3 階以上の階には、原則として、非常用の進入口を設けなければならない。,4,【ショーケン版】「非常用の進入口」は、窓があれば「代わり」になるんだよ！代わりに使える「有効な開口部（窓）」がちゃんと付いてるなら、わざわざ赤いシールの進入口を付けなくていいんだ。絶対設けなきゃならないなんてのは言い過ぎだ！,【建龍版】避難施設に関する問題です。高さ 31 m 以下の部分にある 3 階以上の階には、非常用の進入口を設ける義務がありますが、一定の基準を満たす「窓（代替進入口）」を設けている場合には、設置が免除されます。一律に設置を義務付ける記述は不適当です。,
R6-PM-64,R6,午後,64,法規,建設業法,建設業の許可に関する記述として、建設業法上、誤っているものはどれか。,内装仕上工事等の建築一式工事以外の工事を請け負う業者であっても、特定建設業の許可を受けることができる。,"特定建設業の許可を受けようとする者は、請負代金が 8,000 万円以上のものを履行するに足りる財産的基礎を有していなければならない。","建築工事業にあっては、下請代金の総額が 7,000 万円以上となる下請契約を締結する場合、特定建設業の許可が必要である。",建設業の許可を受けようとする者は、複数の都道府県に営業所を設ける場合、それぞれの都道府県知事の許可を受けなければならない。,4,【ショーケン版】県をまたいで営業所を出すなら、知事じゃなくて「大臣」の出番だろ！A県とB県に事務所があるなら「国土交通大臣許可」。ひとつの県の中だけなら「知事許可」。許可の出し先を間違えたら、営業停止もんだぞ！,【建龍版】建設業法第3条に関する問題です。2つ以上の都道府県の区域内に営業所を設けて営業しようとする場合は「国土交通大臣」の許可が必要です。それぞれの知事から個別に受けるものではないため、4が誤りです。,
